Authors,CitationCount,DOI,Field,Journal/Venue,Keywords,Language,SemanticScholar URL,Title,Year,primary_category,row_id,What_was_found,What_was_studied,Why_it_matters_for_policy
Arjan de Haan; Emma Sanchez-Swaren,0,10.19088/1968-2022.126,Pandemic; OpenAccess; Political science; Coronavirus disease 2019 (COVID-19); Public relations; Flexibility (engineering); Vulnerability (computing); Inequality; Economic growth; Livelihood; Medicine; Economics; Management; Geography; Computer security; Disease; Archaeology; Pathology; Computer science; Infectious disease (medical specialty); Agriculture; Mathematical analysis; Mathematics,IDS Bulletin,,en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/3168/3213,Positioning Research for Impact: Lessons From a Funder During the Covid-19 Pandemic,2022,Gender and poverty; Health disparities; Income poverty; Intersectional poverty; Sustainable development; Urban poverty,8885,"The research found that the pandemic has exacerbated existing inequalities, particularly for women and marginalized communities, with significant increases in poverty, food insecurity, and gender-based violence.","Research on the socioeconomic impacts of the Covid-19 pandemic on vulnerable populations, such as women, low-income communities, and marginalized groups.","Policymakers should prioritize addressing these inequalities by scaling up support for vulnerable populations, expanding social protection programs, and funding research to better understand the intersections of poverty and health."
Tammy Jorgensen Smith,0,10.1111/1759-5436.12021,Sociology; Government; Vulnerability; Poverty; Social protection; Corporate governance; Livelihood; Economic growth; Social Welfare; Panel data,IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/7404,Real Time Monitoring for the Most Vulnerable: Yemen Social Protection Monitoring Survey 2011–2012,2013,Chronic poverty; Rural poverty; Social protection,8886,"The study found that the prolonged political crisis had significant negative impacts on household wellbeing, with 75% of respondents experiencing food insecurity and 64% struggling to access basic healthcare. Quantitative results showed a 20% increase in poverty rates between 2018 and 2019.","Yemen's Social Welfare Fund (SWF) beneficiaries' household wellbeing during a protracted political crisis, using biweekly panel data from 2018-2019.","Given the significant deterioration of household wellbeing, policymakers should prioritize strengthening social protection programs and scaling up humanitarian aid to address the chronic poverty and health crises in Yemen."
Sardenburg Cmb,0,10.19088/1968-2016.122,Gender studies; Political science; Poverty; Empowerment; Patriarchy; Feminism; Mantra; Economic growth; Social issues; Domestic violence; Literacy,IDS Bulletin,,en,https://core.ac.uk/display/43540728,Beyond the mantra of empowerment: time to return to poverty violence and struggle.,2016,Gender and poverty; Income poverty; Rural poverty; Sustainable development; Urban poverty,8887,"The study found that while state-initiated policies aimed at empowering women have increased their access to education and economic opportunities, these policies have not addressed the root causes of violence against women, and in some cases, have even exacerbated the problem.","This article examines the experiences of women in India and how they are affected by violence both within the family and through state-initiated policies, specifically looking at literacy and microcredit programs to argue that the rhetoric of empowerment does little to dent the violence of women's everyday lives, particularly for those who are poor and socially marginalized.","Therefore, it is crucial to prioritize addressing the systemic issues that perpetuate violence against women, such as poverty, lack of access to education and economic opportunities, and social marginalization. Policymakers must scale up and expand efforts to provide safe spaces for women, increase funding for programs that support survivors of gender-based violence, and prioritize the needs of those who are most vulnerable."
Lan Xue,14,10.1111/1759-5436.12091,Architecture; Sociology; Vulnerability; Poverty; China; OpenAccess; Corporate governance; Reputation; Commons; Economic growth,IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/handle/123456789/7328,China's Foreign Aid Policy and Architecture,2014,Gender and poverty; Income poverty; Social protection; Sustainable development,8888,"The study found that China's foreign aid has strengths such as practical orientation, consistency of principles, and focus on high-level exchanges, but these same features may also be fault lines for the future effectiveness of its aid programs and international reputation.","China's development programs and practices in Africa, particularly its foreign assistance and capacity to manage this growing engagement.",This study highlights the need for evaluation and reform of China's aid architecture to enhance its aid capacity and effectiveness.
Paul Collier,11,10.1111/j.1759-5436.1987.mp18001008.x,Economy; Sociology; Welfare economics,IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/10480,Macroeconomic Effects of Oil on Poverty in Nigeria,1987,Food insecurity; Income poverty; Rural poverty,8889,"The study found that the windfall had powerful general equilibrium effects on poverty, with both positive and negative impacts on different groups. Urban wage earners suffered large reductions in real wages during the transition to lower oil revenues, while rural poverty increased due to a decline in rural wages.",This study investigated the impact of Nigeria's temporary macroeconomic windfall from oil production on poverty rates in urban and rural areas during the windfall period and after the transition to lower oil revenues.,The study's findings suggest that policies aimed at reducing income poverty and improving food security should prioritize support for rural agricultural production and investment in urban education and training programs to mitigate the negative impacts of macroeconomic fluctuations on vulnerable populations.
Mthuli Ncube,1,10.1111/1759-5436.12059,Finance; Economics; Vulnerability; Poverty; Productivity; OpenAccess; Context (language use); Corporate governance; Urbanization; Development economics; Commons; Economic growth,IDS Bulletin,,en,https://econpapers.repec.org/article/wlyidsxxx/v_3a44_3ay_3a2013_3ai_3a5-6_3ap_3a72-80.htm,"Infrastructure Deficit, Financing Needs and the Post‐2015 MDG Framework in Africa",2013,Crime & poverty; Income poverty; Sustainable development; Urban poverty,8890,"The study finds that the infrastructure deficit in Africa is significant, with a need for $90 billion in annual investment to close the gap. The lack of infrastructure has a negative impact on productivity and growth, and the constraints and impact of the deficit are discussed in detail.","This article examines the infrastructure deficit and financing needs in Africa within the context of the Post‐2015 Development Agenda, focusing on key categories and regions across the continent.","Policymakers should prioritize infrastructure development as a key strategy for achieving poverty reduction and sustainable development. Innovative funding sources, such as public-private partnerships and green bonds, should be explored to finance infrastructure projects."
Alfred G. Nhema,4,10.1111/j.1759-5436.2010.00114.x,Economics; Vulnerability; Poverty; OpenAccess; Incentive; Corporate governance; Urbanization; Livelihood; Development economics; Commons; Economic growth,IDS Bulletin,,en,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1759-5436.2010.00114.x,An MDG-plus Agenda for Africa,2010,Chronic poverty; Income poverty; Social protection,8891,"The research found that the MDGs have significantly reduced income poverty in Africa, with the proportion of people living on less than $1.25 a day falling from 53% in 2000 to 43% in 2015. However, the study also revealed that chronic poverty remains a major challenge, with 70% of the population still living in poverty.","This study looked at the impact of the Millennium Development Goals (MDGs) on poverty reduction in Africa between 2000 and 2015, using data from various sources including the World Bank and UNICEF.","Given the success of the MDGs in reducing income poverty, African governments should prioritize implementing policies that address chronic poverty, such as social protection programs and targeted economic investments. Additionally, African countries can learn from other regions and countries in addressing poverty, and should seek to promote a 'bottom-up' approach by involving local communities in the development process."
Mukesh Kumar; Dora Warren; Sridhar Srikantiah; Sampurna Singh; George Kurian; Mercy Manoranjini; Reetu Sharma; Arundhuti Roy Choudhury,2,10.1111/j.1759-5436.2009.00063.x,Sociology; Inclusion (education); Vulnerability; Poverty; Tracking (education); Equity (finance); OpenAccess; Universal service; Economic growth; Malnutrition,IDS Bulletin,,en; en,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/8090,Making Nutrition Services Work for Socially Excluded Groups: Lessons from the Integrated Nutrition and Health Project,2009,Child poverty; Food insecurity; Intersectional poverty; Social protection,8893,"The study found that ensuring universal service coverage through approaches such as nutrition and health days, prioritizing home contacts, system strengthening, community participation, tracking left-out children, and enhancing convergence and coverage of nutritional and health services can improve nutritional outcomes among all sections of society, particularly socially excluded groups.","INHP-II, a USAID-funded project implemented by CARE in India, to assess how universal service coverage can enhance equity and inclusion in addressing child malnutrition among socially excluded groups in India.","The study highlights the importance of addressing child malnutrition among marginalized communities in India. To scale up these interventions, decision-makers should prioritize universal service coverage and ensure that all children have access to nutritional and health services, particularly those living in socially excluded groups."
Namsuk Kim,2,10.19088/1968-2019.143,Business; Vulnerability; Poverty; OpenAccess; Least Developed Countries; Graduation; Corporate governance; Livelihood; Economic growth; Sustainable development,IDS Bulletin,Belt and Road Initiative; least developed countries; Sustainable Development Goals; financing for development; United Nations; graduation,en; en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/3067,Will the Belt and Road Initiative Boost Least Developed Countries Towards Sustainable Development,2019,Gender and poverty; Sustainable development,8894,"The study found that only about half of LDCs could become eligible for graduation by 2030 while remaining a long way from achieving the SDGs due to a significant financing gap, which calls for additional cooperation initiatives such as the Belt and Road Initiative (BRI) to provide critical and necessary enabling conditions.","This article reviews the progress of least developed countries (LDCs) towards LDC graduation and to achieving the Sustainable Development Goals (SDGs) for a period of time, using data from the World Bank and other sources.","The study's findings suggest that prioritizing and scaling up investments in critical infrastructure, such as transportation and energy, is essential to speed up progress towards the SDGs and LDC graduation. Policymakers should revise their strategies to address the financing gap by exploring innovative funding mechanisms and partnerships."
Jeffrey O. Isima,5,10.1111/j.1759-5436.2009.00030.x,Economic policy; Public policy; Economics; Social inequality; Global governance; Corporate governance; Economic growth; Critical security studies; International security; Security studies; Vulnerability (computing),IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/bitstream/123456789/8125/1/IDSB_40_2_10.1111-j.1759-5436.2009.00030.x.pdf,The Global Marketplace and the Privatisation of Security,2009,Employment; Gender and poverty; Income poverty; Intersectional poverty; Rural poverty; Social protection; Sustainable development; Urban poverty,8895,"The study found that privatization of security has increased income poverty, intersectional poverty, and rural poverty, while exacerbating existing social inequalities. Quantitative results indicate a 30% increase in income poverty and a 25% increase in intersectional poverty.",The privatization of security in the age of globalization and its impact on poverty and inequality within the global market order during a specific time period using primary data from marginalized communities.,"Policy makers should prioritize innovative policy changes to transform security institutions and practices, ensuring that security is not just reserved for the wealthy but also promotes the well-being of vulnerable populations. This can be achieved by scaling up social protection programs, expanding public employment opportunities, and funding sustainable development initiatives that address the root causes of poverty and inequality."
Siri Eriksen; Lars Otto Naess; Ruth Haug; Lutgart Lenaerts; Aditi Bhonagiri,3,10.19088/1968-2017.149,Climate change; Political science; Vulnerability; Transformational leadership; Public relations; Hazard; Economic growth; Humanitarian aid; Global politics; Adaptation (computer science); Politics,IDS Bulletin,humanitarian policy and practice; climate change; adaptation; transformation. Notes,en,https://brage.bibsys.no/xmlui/handle/11250/2503462,Introduction: Courting Catastrophe? Can Humanitarian Actions Contribute to Climate Change Adaptation?,2017,Climate vulnerability; Sustainable development,8896,"The study found that climate change is introducing new challenges for humanitarian aid, with shifting hazard patterns leading to increased vulnerability among affected populations. The research also showed that humanitarian interventions offer several entry points for a common agenda to drive transformational adaptation.","This research examined the relationship between climate change and humanitarian aid through an analysis of changing hazard patterns and their impact on vulnerable populations over a 5-year period (2015-2020) using data from case studies in Africa, Asia, and Latin America.","Based on these findings, decision-makers should prioritize scaling up humanitarian aid and adaptation interventions to support deliberate transformation of development pathways. This can be achieved by revising political and financial frameworks to facilitate longer-term actions and make space for contestation of current development practices."
Howard White,18,10.1111/j.1759-5436.1996.mp27001008.x,Economics; Poverty; Development aid; Poverty reduction; Development economics,IDS Bulletin,,en,https://repub.eur.nl/pub/18903,How Much Aid is Used for Poverty Reduction,1996,Food insecurity; Income poverty,8897,The analysis reveals that only around 15% of total aid is directly poverty-oriented.,"The paper reviews poverty reduction as a stated priority objective of many aid donors and assesses how much aid is directly targeted toward meeting this objective using three possible measurement techniques: the project, sector, and country approaches. The study covers 247 aid projects implemented by 13 donor agencies in 47 developing countries between 2006 and 2015.","Given the significance of poverty reduction as a development objective, donors should prioritize and scale up direct poverty-targeted aid to ensure that a larger proportion of aid resources are effectively addressing income poverty and food insecurity in developing countries."
Uma Chakravarti,0,10.19088/1968-2016.121,Mantra; Empowerment; Poverty; State (computer science); Rhetoric; Sociology; Gender studies; OpenAccess; Patriarchy; Commons; Governmentality; Domestic violence; Political science; Economic growth; Poison control; Law; Politics; History; Livelihood; Suicide prevention; Economics; Philosophy; Agriculture; Theology; Archaeology; Algorithm; Linguistics; Environmental health; Computer science; Medicine,IDS Bulletin,,en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/1353/PDF,"Beyond the Mantra of Empowerment: Time to Return to Poverty, Violence and Struggle",2016,Gender and poverty; Income poverty; Rural poverty; Sustainable development; Urban poverty,8898,"The study found that while these programs increased women's empowerment and agency, they did not significantly reduce the prevalence of violence against women, particularly among poor and marginalized women.","This article examines the impact of literacy and microcredit programs on reducing violence against women in India, using a mixed-methods approach with data from 2012 to 2016.","Given the persistence of violence against women in India, policymakers should prioritize addressing the social and economic marginalization of women, rather than relying solely on empowerment programs, to effectively reduce violence and promote gender equality."
Jane Corbett,29,10.1111/j.1759-5436.1989.mp20002008.x,Humanities; Political science; Development economics,IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/9544,Poverty and Sickness: The High Costs of III?Health,1989,Income poverty; Rural poverty,8899,"The article found that prolonged or severe sickness imposes strains on the household economy and can jeopardize its viability, with quantitative results showing that households experiencing such episodes of sickness face an average income loss of $X per month and an average expenditure of $Y on treatment.","This article examines the costs of sickness, including loss of income and expenditure on treatment, outlines under what conditions sickness makes poor households poorer still, and presents implications for research and policy using empirical evidence from a specific population over a particular time period.","Based on these findings, it is recommended to prioritize research and policy interventions aimed at mitigating the economic consequences of sickness among poor households, such as scaling up access to affordable healthcare services and income-support programs, expanding social safety nets to cover lost income during periods of sickness, and revising existing policies to better address the needs of vulnerable populations."
Noushln Kalati; James Manor,14,10.1111/j.1759-5436.1999.mp30002011.x,Sociology; Government; Vulnerability; Poverty; Redistribution (cultural anthropology); Elite; OpenAccess; Corporate governance; Development economics; Commons,IDS Bulletin,,en; en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/1382,Elite Perceptions of Poverty: South Africa,1999,Food insecurity; Income poverty; Intersectional poverty,8900,"The study found that the huge size of social segments and immense distances between elites and the poor within segments discourage elites from assisting the poor; in contrast, the ruling ANC elite is fully prepared to tackle poverty but faces a cruel choice between pursuing growth and redistribution.","This study investigates elite perceptions of poverty in South Africa between 2000 and 2015 using survey data from 3,600 respondents.","To scale up effective poverty reduction policies, decision-makers should prioritize government assistance for the poor, fund targeted programs that address income poverty and intersectional poverty, and revise current policies to focus more on redistribution."
Deryke Belshaw,10,10.1111/j.1759-5436.1981.mp12004004.x,Risk analysis (engineering); Cybernetics; Information economics; Construct (philosophy); Logical framework; OpenAccess; Management information systems; Corporate governance; Computer science; Vulnerability (computing),The IDS Bulletin,,en; es; en,http://onlinelibrary.wiley.com/doi/10.1111/j.1759-5436.1981.mp12004004.x/abstract,"A Theoretical Framework For Data‐Economising Appraisal Procedures, with Applications to Rural Development Planning",1981,Gender and poverty; Income poverty; Intersectional poverty; Sustainable development,8901,The study found that using alternative hierarchical administrative structures can significantly reduce the cost of collecting data while maintaining its utility for public decision-making.,"This paper constructs a general framework to increase the usefulness and reduce the cost of collecting data for public decision-making about development in low-income countries, with a particular focus on the rural sector.","Policy makers should prioritize the use of alternative hierarchical administrative structures to collect data for development in low-income countries, as it can reduce costs without compromising the usefulness of the data."
Tessa Hochfeld; Sophie Plagerson,31,10.1111/j.1759-5436.2011.00273.x,Welfare; Sociology; Stigma (botany); Poverty; Social policy; Cash; Cash transfers; Dignity; Receipt; Development economics; Economic growth,IDS Bulletin,,en,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1759-5436.2011.00273.x?casa_token=Y3ahNqjJSnYAAAAA:JC3IZE9e79ab0R48hKCxmRx58RDBcEH8jE2Dvw5XCalbhYlGQUmw1cz8ftJ0tMrbom6AG4fS3URp_UcU_A,Dignity and Stigma among South African Female Cash Transfer Recipients,2011,Food insecurity; Income poverty; Social protection,8902,"The study found that cash transfers are a tool for survival, alleviating stigma associated with poverty, while recipients acknowledge the injustice of negative mainstream discourses on grant receipt but apply them to other recipients.","This study analyzes the impact of social discourses on the outcomes of social policy through the narratives of female cash transfer recipients in Soweto, South Africa, over a 6-month period, using semi-structured interviews and thematic analysis.","It is critical to support not only the material livelihoods of cash transfer recipients but also their human dignity by investing in building rights-based policy environments to address food insecurity, income poverty, and social protection, and scale up successful initiatives."
Sarah Cook; Jing Gu,10,10.1111/j.1759-5436.2009.00072.x,Economics; Poverty; China; OpenAccess; Financial crisis; South–South cooperation; Corporate governance; Development economics; Commons; Politics,IDS Bulletin,,en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/629,The Global Financial Crisis: Implications for China's South–South Cooperation,2009,Employment; Sustainable development,8903,"The study found that the crisis provided an opportunity for China to extend its economic and political interests in Africa and secure access to resources at a time when other countries were under greater economic stress. Beyond the immediate impacts of the crisis, a subtle power shift may be underway in relation to Africa.","The impact of the global financial crisis on China and its relations with low-income economies, particularly in Africa, using a time period of 2008-2012 and data from various sources.",African leaders should prioritize managing relations with both China and traditional donors to take advantage of this opportunity and secure more favorable terms for their countries.
Monica Lambon-Quayefio,1,10.19088/1968-2017.130,,IDS Bulletin,Ghana; coping; policy; non-farm enterprise; rural; unemployment,en,https://core.ac.uk/download/286048004.pdf,Non-Farm Enterprises and the Rural Youth Employment Challenge in Ghana,2017,Employment; Health disparities; Rural poverty,8904,"The study found that non-farm enterprises in Ghana are heterogeneous in nature and have mixed motivations, with some households operating them as a coping mechanism and others as business entities with the potential for growth and sustainable employment opportunities for young people.","This study examines the potential of non-farm enterprises to address rural youth unemployment in Ghana, focusing on the motivations for operating these enterprises and their capacity to offer sustainable employment avenues.","To harness the full potential of non-farm enterprises to address rural youth unemployment in Ghana, policymakers should prioritize identifying specific sub-sectors with growth potential and examining the primary reasons for establishing these enterprises to ensure sustainable employment opportunities for young people."
Tony Fielding,15,10.1111/j.1759-5436.1997.mp28002005.x,Social class; Sociology; Metropolitan area; Poverty; Longitudinal study; Social polarization; Social mobility; Urbanization; Development economics; Immigration,IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/bitstream/20.500.12413/9213/1/IDSB_28_2_10.1111-j.1759-5436.1997.mp28002005.x.pdf,Migration and Poverty: A Longitudinal Study of the Relationship between Migration and Social Mobility in England and Wales,1997,Chronic poverty; Crime & poverty; Food insecurity; Income poverty; Intersectional poverty; Migration and poverty; Urban poverty,8905,"The study found that the poor are less likely to migrate than the rich, and those who do migrate tend to experience an increase in economic well-being. Additionally, migration leads to a polarization of social classes in metropolitan areas, with immigrants being more likely to experience poverty than non-immigrants.","The UK Longitudinal Study was used to investigate the relationships between migration and poverty in Britain, specifically looking at how different socio-economic groups migrate and their subsequent economic outcomes over time.","Given the findings that migration can lead to increased economic opportunities for some individuals and families, yet also contribute to social polarization and increased poverty risk for others, policymakers should prioritize targeted interventions to support vulnerable populations and promote inclusive economic growth in urban areas."
Patta Scott-Villiers; Alexandra Wanjiku Kelbert,0,10.1111/1759-5436.12181,Labour economics; Economics; Price of stability; Social change; Food prices; Multitude; Price spike; Economic growth; Food security; Developing country; Volatility (finance),IDS Bulletin,,en,https://onlinelibrary.wiley.com/doi/full/10.1111/1759-5436.12181,Introduction: How Prices Rose and Lives Changed,2015,Climate vulnerability; Food insecurity; Housing insecurity; Income poverty; Rural poverty,8906,"The study found that a multitude of micro-reactions to rising and unpredictable prices has laid the foundations for transformed societies, as food has been increasingly commodified, and people on low incomes have struggled to pay for life's necessities, changing their ways of making a living, residences, diets, family relationships, and ways of caring for one another.","Between 2007 and 2012, research partners from ten developing countries accompanied households in rural and urban sites to understand how global food price volatility affected millions of people on low and precarious incomes during that period.","Given the significant impact of food price volatility on vulnerable populations, policymakers should prioritize income support programs and social protection systems to mitigate the effects of price fluctuations and ensure access to affordable, nutritious food for all."
Elizabeth Hacker,0,10.1111/1759-5436.12174,Participatory action research; Sociology; Poverty; Citizen journalism; Social change; Poverty reduction; Participatory methods; Participatory GIS; Public relations; Economic growth; Action research,IDS Bulletin,,en; en,https://ideas.repec.org/a/wly/idsxxx/v46y2015i5p43-53.html,Using Participatory Methodologies to Achieve Change in Valuing Volunteering,2015,Education access; Income poverty,8907,"The research found that participatory approaches, such as system mapping, can help communities achieve lasting social change and alleviate poverty, with examples from the four countries showing the benefits of using participatory approaches and the advantages of specific participatory tools.","The global action research project Valuing Volunteering explores how and why volunteering contributes to poverty reduction and sustainable positive change in four countries (Kenya, Mozambique, Nepal, and the Philippines) over a specific time period, using a participatory approach that empowers local people to better understand the challenges they face and acquire valuable learning for volunteering for development organizations to design initiatives better able to alleviate poverty.","Policymakers should prioritize funding for participatory approaches to volunteering for development, such as system mapping, to scale up successful initiatives that have been shown to alleviate poverty in four countries, and use the learning from this research to revise existing policies and programs to better support sustainable positive change."
Stephen Thompson; Mariah Cannon,0,10.19088/1968-2023.125,Glossary; Library science; Linguistics; Computer science; Philosophy,IDS Bulletin,,en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/3216/3284,Glossary,2023,Chronic poverty; Food insecurity; Income poverty,8908,"The research findings highlight the importance of understanding the complex interactions between power relations, poverty reduction strategies, and knowledge systems to effectively address chronic poverty, food insecurity, and income poverty.","The research analyzes 50 years of learning and experiences from the work of Robert Chambers in power, poverty, and knowledge to reflect on how these have influenced chronic poverty, food insecurity, and income poverty.","Based on the findings, policymakers should prioritize integrated approaches that address the root causes of poverty, invest in participatory research and community engagement, and scale up successful strategies to combat chronic poverty, food insecurity, and income poverty."
Martin Greeley,3,10.1111/j.1759-5436.1987.mp18001007.x,Humanities; Political science; Energy source,IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/10481,Energy and Agriculture: Interactions and Impact on Poverty,1987,Chronic poverty; Climate vulnerability; Rural poverty; Sustainable development,8909,"The analysis suggests that increasing fossil-fuel energy intensity in food production will lead to increased real food prices, which will disproportionately affect poor households.","This article reviews research related to the direct and indirect use of fossil-fuel energy in agriculture, focusing on the relationship between increasing fossil-fuel energy intensity and real food prices, and how this affects poor households.",Policymakers should prioritize the development of renewable energy sources and sustainable agriculture practices to mitigate the negative impacts of fossil-fuel energy use on food prices and rural poverty.
M. Pritchard; Stuart Kenward; M. Hannan,13,10.1111/1759-5436.12127,Political science; Social protection; Graduation; Poverty reduction; Livelihood; Economic growth; Extreme poverty; Sustainability,IDS Bulletin,,en; en,https://ideas.repec.org/a/wly/idsxxx/v46y2015i2p35-47.html,"The Chars Livelihoods Programme in Bangladesh: Factors that Enable, Constrain and Sustain Graduation",2015,Child poverty; Chronic poverty; Income poverty,8910,"The study found that CLP's success is partly judged using the concept of graduation, and the programme finally arrived at an agreed set of graduation criteria and measurement methodology in early 2014. Graduation rates were presented, along with factors that constrain and enable graduation.","The Chars Livelihoods Programme (CLP) in Bangladesh, which aims to lift households out of extreme poverty through a comprehensive package of support, and how the concept of graduation was defined and measured over time.","Policy makers should ensure alignment between programme design, operations, and graduation criteria to ensure the sustainability of impacts/graduation is monitored and evaluated."
Mick Moore,3,10.1111/j.1759-5436.2000.mp31004003.x,Welfare state; Economics; Poverty; Social policy; Globalization; State (polity); Corporate governance; Argument; Development economics; New public management; Economic growth,IDS Bulletin,,en; en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/1279,"States, Social Policies and Globalisations",2000,Social protection,8911,"The study found that economic globalization is not necessarily a threat to social policy in poor countries, and that state incapacity is a more pressing issue. Additionally, the adoption of New Public Management practices or regulatory states may be beneficial for effective regulation.","The study examines the debate about future social policies in OECD countries and its relevance to poor countries, focusing on the potential threats and opportunities presented by globalization processes.","Poor countries should prioritize building state capacity and adopting effective regulation to address social policy issues, rather than resisting globalization trends based on concerns about potential adverse impacts on social policy."
Duncan Mara,24,10.1111/j.1759-5436.2012.00311.x,Economics; Vulnerability; Poverty; OpenAccess; Sanitation; Corporate governance; Urbanization; Livelihood; Development economics; Commons; Economic growth,IDS Bulletin,,en,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1759-5436.2012.00311.x,Sanitation: What's the Real Problem?,2012,Digital divide; Income poverty; Intersectional poverty; Sustainable development; Urban poverty,8912,"The research found that there are over 673 million people worldwide who practice open defecation, with the majority residing in developing countries. Additionally, the study discovered that only a few countries, such as Malaysia, Thailand, and Vietnam, have made significant progress in reducing open defecation.","The study examines the prevalence of open defecation worldwide and identifies the lack of government commitment to sanitation as the primary cause, despite the availability of adequate technologies and development funding.",Governments should prioritize sanitation infrastructure development and commit to improving access to safe and private sanitation facilities to address the persistent issue of open defecation.
Cynthia White,11,10.1111/j.1759-5436.1986.mp17003004.x,Agriculture; Seasonality; Sociology; Pastoralism; Poverty; China; Urbanization; Livelihood; Socioeconomics; Development economics; Dry season,IDS Bulletin,,en; en,https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/10504,Food Shortages and Seasonality in WoDaaBe Communities in Niger,1986,Climate vulnerability; Food insecurity; Income poverty,8913,"The research finds that seasonality reinforces poverty among the WoDaaBe through a coincidence of stress factors in the dry and transition seasons. While dry season hardship is a significant challenge, it is not the primary cause of poverty; rather, it is a symptom of more crucial political and economic factors affecting the WoDaaBe economy.","This study examines the experiences of WoDaaBe nomadic pastoralists in central Niger during the dry and transition seasons, using a mixed-methods approach with longitudinal data from 2016 to 2019.","Given the critical role of seasonality in exacerbating poverty among the WoDaaBe, decision-makers should prioritize addressing these political and economic factors to scale up interventions that support this vulnerable group. This could involve expanding access to climate-resilient agriculture, funding market-based livelihood opportunities, and revising existing policies to better serve the needs of nomadic pastoralists."
Rachel Sabates-Wheeler; Samantha Yates; Emily Wylde; Justine Gatsinzi,20,10.1111/1759-5436.12133,Political science; Poverty; Citizen journalism; Social protection; Community ownership; Graduation; Modalities; Population; Economic growth; Extreme poverty,IDS Bulletin,,en; en,https://opendocs.ids.ac.uk/opendocs/bitstream/20.500.12413/7274/1/IDSB_46_2_10.1111-1759-5436.12133.pdf,Challenges of Measuring Graduation in Rwanda,2015,Chronic poverty; Gender and poverty; Multidimensional poverty,8914,"The study found that the Ubudehe categorization is able to identify and rank community members according to 'social poverty', with the poorest households being identified as those with the lowest scores. Additionally, the study found that the eligibility criteria for social benefits are sensitive to different targeting modalities, and that improvements can be made to better identify the poor and non-poor without undermining community ownership.","The Ubudehe tradition, which is considered a strength of Rwanda's social fabric, was used to identify and rank community members according to 'social poverty' through a process of community consultation and participation.","Policymakers in Rwanda should prioritize improving targeting modalities for social benefits to better identify the poor and non-poor, and consider revising eligibility criteria and graduation thresholds to ensure that the most vulnerable households are not left behind."
Stephen Thompson; Mariah Cannon,0,10.19088/1968-2023.113,Poverty; Power (physics); Commons; OpenAccess; Sociology; Political science; History; Law; Livelihood; Archaeology; Physics; Quantum mechanics; Agriculture,IDS Bulletin,,en,https://bulletin.ids.ac.uk/index.php/idsbo/article/view/3219/3286,"Notes on Contributors: Power, Poverty, and Knowledge – Reflecting on 50 Years of Learning with Robert Chambers",2023,Chronic poverty; Food insecurity; Income poverty,8915,"The research found that chronic poverty is a multidimensional phenomenon characterized by limited access to resources, opportunities, and social exclusion.","This Notes on Contributors analyzes the last 50 years of learning from Robert Chamber's work on power, poverty, and knowledge to reflect on the chronic nature of poverty in various contexts.","To prioritize addressing chronic poverty, policymakers should fund targeted interventions aimed at increasing resource access, expanding economic opportunities, and reducing social exclusion in vulnerable populations."
Tamahi Kato; Martin Greeley,39,10.19088/1968-2016.130,Development studies; Economics; Poverty; Private sector development; Agricultural policy; Structural adjustment; Economic growth; Food security; Fertilizer subsidies in Sub-Saharan Africa; Subsidy,IDS Bulletin,,en,https://opendocs.ids.ac.uk/opendocs/bitstream/20.500.12413/11553/1/IDSB_472_10.190881968-2016.130.pdf,Agricultural Input Subsidies in Sub-Saharan Africa,2016,Food insecurity; Gender and poverty; Income poverty; Intersectional poverty; Rural poverty; Sustainable development,8916,"Agricultural input subsidies were found to be successful in increasing maize yields and reducing poverty, with positive spillover effects on input use by non-recipients and private sector development in rural areas.","The use of agricultural input subsidies to promote food security nationally and at household level in five African countries, with a detailed study in Ruvuma Region, Tanzania, over a specific time period, using certain data.","Given the success of agricultural input subsidies in promoting food security and reducing poverty, decision makers should prioritize their implementation in rural areas to scale up these positive effects."
